D3D12 API-boundary layout coverage
==================================

structs/unions probed : 279
enums probed          : 165
member probes         : 1095
bitfield probes       : 6

--- records (member probes per record) ---

D3D12_COMMAND_LIST_SUPPORT_FLAGS                              vkd3d_d3d12.h
D3D12_COMMAND_LIST_TYPE                                       vkd3d_d3d12.h
D3D12_COMMAND_POOL_FLAGS                                      vkd3d_d3d12.h
D3D12_COMMAND_QUEUE_FLAGS                                     vkd3d_d3d12.h
D3D12_COMMAND_QUEUE_PRIORITY                                  vkd3d_d3d12.h
D3D12_COMMAND_RECORDER_FLAGS                                  vkd3d_d3d12.h
D3D12_COMPARISON_FUNC                                         vkd3d_d3d12.h
D3D12_CONSERVATIVE_RASTERIZATION_MODE                         vkd3d_d3d12.h
D3D12_CONSERVATIVE_RASTERIZATION_TIER                         vkd3d_d3d12.h
D3D12_CPU_PAGE_PROPERTY                                       vkd3d_d3d12.h
D3D12_CROSS_NODE_SHARING_TIER                                 vkd3d_d3d12.h
D3D12_CULL_MODE                                               vkd3d_d3d12.h
D3D12_DEPTH_WRITE_MASK                                        vkd3d_d3d12.h
D3D12_DESCRIPTOR_HEAP_FLAGS                                   vkd3d_d3d12.h
D3D12_DESCRIPTOR_HEAP_TYPE                                    vkd3d_d3d12.h
D3D12_DESCRIPTOR_RANGE_FLAGS                                  vkd3d_d3d12.h
D3D12_DESCRIPTOR_RANGE_TYPE                                   vkd3d_d3d12.h
D3D12_DEVICE_FACTORY_FLAGS                                    vkd3d_d3d12.h
D3D12_DEVICE_FLAGS                                            vkd3d_d3d12.h
D3D12_DISPATCH_MODE                                           vkd3d_d3d12.h
